date,ssn,cycle,phase,is_split_point
1931-08-01,21.6,16,trough,0
1931-09-01,31.7,16,decline,0
1931-10-01,16.6,16,trough,0
1931-11-01,31.2,16,decline,0
1931-12-01,29.7,16,decline,0
1932-01-01,20.1,16,trough,0
1932-02-01,17.6,16,trough,0
1932-03-01,18.8,16,trough,0
1932-04-01,18.7,16,trough,0
1932-05-01,29.7,16,decline,0
1932-06-01,36.9,16,decline,0
1932-07-01,16.0,16,trough,0
1932-08-01,11.3,16,trough,0
1932-09-01,6.6,16,trough,0
1932-10-01,14.8,16,trough,0
1932-11-01,13.7,16,trough,0
1932-12-01,18.5,16,trough,0
1933-01-01,20.4,16,trough,0
1933-02-01,36.9,16,decline,0
1933-03-01,16.8,16,trough,0
1933-04-01,4.9,16,trough,0
1933-05-01,5.3,16,trough,0
1933-06-01,8.7,16,trough,0
1933-07-01,4.7,16,trough,0
1933-08-01,0.4,17,trough,1
1933-09-01,8.5,17,trough,0
1933-10-01,5.0,17,trough,0
1933-11-01,1.0,17,trough,0
1933-12-01,0.4,17,trough,0
1934-01-01,5.7,17,trough,0
1934-02-01,12.9,17,trough,0
1934-03-01,7.2,17,trough,0
1934-04-01,18.8,17,trough,0
1934-05-01,32.9,17,rise,0
1934-06-01,11.2,17,trough,0
1934-07-01,15.3,17,trough,0
1934-08-01,13.9,17,trough,0
1934-09-01,6.7,17,trough,0
1934-10-01,9.5,17,trough,0
1934-11-01,14.5,17,trough,0
1934-12-01,25.7,17,trough,0
1935-01-01,31.1,17,trough,0
1935-02-01,34.1,17,rise,0
1935-03-01,38.5,17,rise,0
1935-04-01,20.4,17,trough,0
1935-05-01,45.4,17,rise,0
1935-06-01,76.2,17,rise,0
1935-07-01,56.5,17,rise,0
1935-08-01,50.2,17,rise,0
1935-09-01,70.1,17,rise,0
1935-10-01,88.7,17,rise,0
1935-11-01,107.0,17,rise,0
1935-12-01,102.5,17,rise,0
1936-01-01,104.7,17,rise,0
1936-02-01,123.9,17,rise,0
1936-03-01,128.4,17,rise,0
1936-04-01,124.8,17,rise,0
1936-05-01,90.9,17,rise,0
1936-06-01,116.7,17,rise,0
1936-07-01,87.2,17,rise,0
1936-08-01,145.0,17,peak,0
1936-09-01,126.7,17,rise,0
1936-10-01,148.2,17,peak,0
1936-11-01,192.3,17,peak,0
1936-12-01,205.6,17,peak,0
1937-01-01,220.9,17,peak,0
1937-02-01,214.1,17,peak,0
1937-03-01,139.7,17,rise,0
1937-04-01,182.2,17,peak,0
1937-05-01,194.4,17,peak,0
1937-06-01,217.1,17,peak,0
1937-07-01,241.8,17,peak,0
1937-08-01,229.5,17,peak,0
1937-09-01,167.9,17,peak,0
1937-10-01,208.2,17,peak,0
1937-11-01,123.9,17,decline,0
1937-12-01,147.9,17,peak,0
1938-01-01,164.0,17,peak,0
1938-02-01,198.6,17,peak,0
1938-03-01,144.2,17,peak,0
1938-04-01,168.4,17,peak,0
1938-05-01,212.3,17,peak,0
1938-06-01,162.6,17,peak,0
1938-07-01,275.6,17,peak,0
1938-08-01,192.8,17,peak,0
1938-09-01,149.3,17,peak,0
1938-10-01,165.3,17,peak,0
1938-11-01,203.6,17,peak,0
1938-12-01,154.7,17,peak,0
1939-01-01,133.9,17,decline,0
1939-02-01,129.0,17,decline,0
1939-03-01,107.8,17,decline,0
1939-04-01,181.9,17,peak,0
1939-05-01,197.3,17,peak,0
1939-06-01,168.3,17,peak,0
1939-07-01,162.6,17,peak,0
1939-08-01,176.3,17,peak,0
1939-09-01,187.7,17,peak,0
1939-10-01,146.9,17,peak,0
1939-11-01,113.7,17,decline,0
1939-12-01,70.2,17,decline,0
1940-01-01,84.1,17,decline,0
1940-02-01,99.1,17,decline,0
1940-03-01,138.9,17,decline,0
1940-04-01,101.1,17,decline,0
1940-05-01,90.6,17,decline,0
1940-06-01,139.8,17,decline,0
1940-07-01,112.5,17,decline,0
1940-08-01,175.9,17,peak,0
1940-09-01,110.8,17,decline,0
1940-10-01,91.5,17,decline,0
1940-11-01,97.4,17,decline,0
1940-12-01,113.8,17,decline,0
1941-01-01,76.1,17,decline,0
1941-02-01,74.3,17,decline,0
1941-03-01,77.5,17,decline,0
1941-04-01,54.6,17,decline,0
1941-05-01,49.0,17,decline,0
1941-06-01,99.6,17,decline,0
1941-07-01,111.4,17,decline,0
1941-08-01,100.1,17,decline,0
1941-09-01,109.8,17,decline,0
1941-10-01,77.2,17,decline,0
1941-11-01,64.0,17,decline,0
1941-12-01,56.2,17,decline,0
1942-01-01,59.5,17,decline,0
1942-02-01,87.9,17,decline,0
1942-03-01,90.4,17,decline,0
1942-04-01,101.2,17,decline,0
1942-05-01,41.8,17,decline,0
1942-06-01,18.9,17,trough,0
1942-07-01,29.6,17,trough,0
1942-08-01,33.7,17,decline,0
1942-09-01,28.7,17,trough,0
1942-10-01,32.0,17,decline,0
1942-11-01,51.3,17,decline,0
1942-12-01,37.6,17,decline,0
1943-01-01,20.7,17,trough,0
1943-02-01,48.1,17,decline,0
1943-03-01,45.7,17,decline,0
1943-04-01,43.5,17,decline,0
1943-05-01,23.6,17,trough,0
1943-06-01,12.7,17,trough,0
1943-07-01,22.0,17,trough,0
1943-08-01,32.3,17,decline,0
1943-09-01,16.7,17,trough,0
1943-10-01,13.0,17,trough,0
1943-11-01,17.0,17,trough,0
1943-12-01,31.4,17,trough,0
1944-01-01,6.1,17,trough,0
1944-02-01,0.8,17,trough,0
1944-03-01,18.3,17,trough,0
1944-04-01,0.4,18,trough,1
1944-05-01,4.1,18,trough,0
1944-06-01,8.2,18,trough,0
1944-07-01,8.5,18,trough,0
1944-08-01,27.9,18,trough,0
1944-09-01,23.7,18,trough,0
1944-10-01,28.1,18,trough,0
1944-11-01,17.9,18,trough,0
1944-12-01,47.4,18,rise,0
1945-01-01,30.8,18,trough,0
1945-02-01,21.2,18,trough,0
1945-03-01,35.9,18,trough,0
1945-04-01,53.4,18,rise,0
1945-05-01,51.0,18,rise,0
1945-06-01,60.2,18,rise,0
1945-07-01,71.0,18,rise,0
1945-08-01,43.1,18,rise,0
1945-09-01,58.1,18,rise,0
1945-10-01,114.5,18,rise,0
1945-11-01,76.6,18,rise,0
1945-12-01,45.7,18,rise,0
1946-01-01,79.3,18,rise,0
1946-02-01,143.8,18,rise,0
1946-03-01,127.7,18,rise,0
1946-04-01,126.1,18,rise,0
1946-05-01,141.6,18,rise,0
1946-06-01,122.6,18,rise,0
1946-07-01,193.7,18,peak,0
1946-08-01,178.7,18,peak,0
1946-09-01,157.4,18,rise,0
1946-10-01,170.5,18,rise,0
1946-11-01,206.3,18,peak,0
1946-12-01,202.9,18,peak,0
1947-01-01,163.7,18,rise,0
1947-02-01,188.9,18,peak,0
1947-03-01,183.8,18,peak,0
1947-04-01,212.1,18,peak,0
1947-05-01,285.0,18,peak,0
1947-06-01,232.1,18,peak,0
1947-07-01,223.5,18,peak,0
1947-08-01,267.4,18,peak,0
1947-09-01,239.9,18,peak,0
1947-10-01,231.7,18,peak,0
1947-11-01,181.3,18,peak,0
1947-12-01,164.9,18,decline,0
1948-01-01,153.6,18,decline,0
1948-02-01,122.0,18,decline,0
1948-03-01,134.3,18,decline,0
1948-04-01,268.5,18,peak,0
1948-05-01,246.4,18,peak,0
1948-06-01,237.5,18,peak,0
1948-07-01,201.4,18,peak,0
1948-08-01,223.7,18,peak,0
1948-09-01,202.9,18,peak,0
1948-10-01,192.9,18,peak,0
1948-11-01,135.6,18,decline,0
1948-12-01,195.3,18,peak,0
1949-01-01,168.6,18,decline,0
1949-02-01,258.0,18,peak,0
1949-03-01,223.0,18,peak,0
1949-04-01,208.1,18,peak,0
1949-05-01,150.4,18,decline,0
1949-06-01,172.4,18,decline,0
1949-07-01,178.3,18,peak,0
1949-08-01,175.3,18,peak,0
1949-09-01,205.8,18,peak,0
1949-10-01,186.3,18,peak,0
1949-11-01,203.2,18,peak,0
1949-12-01,166.6,18,decline,0
1950-01-01,143.9,18,decline,0
1950-02-01,134.3,18,decline,0
1950-03-01,155.4,18,decline,0
1950-04-01,160.6,18,decline,0
1950-05-01,150.5,18,decline,0
1950-06-01,118.3,18,decline,0
1950-07-01,128.9,18,decline,0
1950-08-01,120.6,18,decline,0
1950-09-01,72.7,18,decline,0
1950-10-01,87.0,18,decline,0
1950-11-01,77.7,18,decline,0
1950-12-01,76.7,18,decline,0
1951-01-01,85.0,18,decline,0
1951-02-01,84.8,18,decline,0
1951-03-01,79.3,18,decline,0
1951-04-01,131.7,18,decline,0
1951-05-01,153.7,18,decline,0
1951-06-01,142.4,18,decline,0
1951-07-01,87.2,18,decline,0
1951-08-01,86.5,18,decline,0
1951-09-01,117.7,18,decline,0
1951-10-01,73.3,18,decline,0
1951-11-01,74.2,18,decline,0
1951-12-01,65.0,18,decline,0
1952-01-01,57.9,18,decline,0
1952-02-01,32.4,18,trough,0
1952-03-01,31.5,18,trough,0
1952-04-01,41.7,18,trough,0
1952-05-01,33.6,18,trough,0
1952-06-01,52.0,18,decline,0
1952-07-01,56.1,18,decline,0
1952-08-01,77.8,18,decline,0
1952-09-01,40.4,18,trough,0
1952-10-01,34.2,18,trough,0
1952-11-01,31.8,18,trough,0
1952-12-01,48.9,18,decline,0
1953-01-01,37.9,18,trough,0
1953-02-01,5.9,18,trough,0
1953-03-01,14.7,18,trough,0
1953-04-01,39.6,18,trough,0
1953-05-01,18.3,18,trough,0
1953-06-01,31.5,18,trough,0
1953-07-01,12.7,18,trough,0
1953-08-01,33.6,18,trough,0
1953-09-01,28.0,18,trough,0
1953-10-01,12.3,18,trough,0
1953-11-01,2.5,18,trough,0
1953-12-01,3.9,18,trough,0
1954-01-01,0.4,19,trough,1
1954-02-01,0.8,19,trough,0
1954-03-01,15.8,19,trough,0
1954-04-01,2.7,19,trough,0
1954-05-01,1.2,19,trough,0
1954-06-01,0.4,19,trough,0
1954-07-01,7.3,19,trough,0
1954-08-01,12.6,19,trough,0
1954-09-01,2.3,19,trough,0
1954-10-01,10.5,19,trough,0
1954-11-01,13.4,19,trough,0
1954-12-01,11.3,19,trough,0
1955-01-01,33.4,19,trough,0
1955-02-01,29.9,19,trough,0
1955-03-01,7.3,19,trough,0
1955-04-01,16.4,19,trough,0
1955-05-01,41.3,19,rise,0
1955-06-01,45.2,19,rise,0
1955-07-01,38.2,19,trough,0
1955-08-01,58.0,19,rise,0
1955-09-01,60.8,19,rise,0
1955-10-01,83.0,19,rise,0
1955-11-01,126.3,19,rise,0
1955-12-01,108.8,19,rise,0
1956-01-01,104.1,19,rise,0
1956-02-01,175.6,19,rise,0
1956-03-01,167.7,19,rise,0
1956-04-01,156.7,19,rise,0
1956-05-01,193.4,19,rise,0
1956-06-01,165.1,19,rise,0
1956-07-01,182.7,19,rise,0
1956-08-01,240.2,19,peak,0
1956-09-01,245.4,19,peak,0
1956-10-01,219.9,19,rise,0
1956-11-01,285.0,19,peak,0
1956-12-01,272.0,19,peak,0
1957-01-01,233.7,19,peak,0
1957-02-01,184.5,19,rise,0
1957-03-01,222.8,19,rise,0
1957-04-01,248.0,19,peak,0
1957-05-01,233.0,19,peak,0
1957-06-01,284.3,19,peak,0
1957-07-01,265.1,19,peak,0
1957-08-01,223.7,19,rise,0
1957-09-01,334.0,19,peak,0
1957-10-01,359.4,19,peak,0
1957-11-01,298.6,19,peak,0
1957-12-01,339.0,19,peak,0
1958-01-01,286.7,19,peak,0
1958-02-01,233.6,19,peak,0
1958-03-01,270.0,19,peak,0
1958-04-01,277.6,19,peak,0
1958-05-01,248.2,19,peak,0
1958-06-01,242.9,19,peak,0
1958-07-01,271.0,19,peak,0
1958-08-01,283.5,19,peak,0
1958-09-01,285.1,19,peak,0
1958-10-01,256.9,19,peak,0
1958-11-01,215.6,19,decline,0
1958-12-01,265.7,19,peak,0
1959-01-01,307.7,19,peak,0
1959-02-01,202.6,19,decline,0
1959-03-01,263.0,19,peak,0
1959-04-01,231.3,19,peak,0
1959-05-01,243.6,19,peak,0
1959-06-01,238.9,19,peak,0
1959-07-01,211.9,19,decline,0
1959-08-01,282.6,19,peak,0
1959-09-01,205.6,19,decline,0
1959-10-01,157.7,19,decline,0
1959-11-01,175.6,19,decline,0
1959-12-01,177.1,19,decline,0
1960-01-01,207.2,19,decline,0
1960-02-01,149.9,19,decline,0
1960-03-01,144.6,19,decline,0
1960-04-01,172.7,19,decline,0
1960-05-01,169.3,19,decline,0
1960-06-01,156.0,19,decline,0
1960-07-01,172.4,19,decline,0
1960-08-01,190.0,19,decline,0
1960-09-01,180.1,19,decline,0
1960-10-01,117.3,19,decline,0
1960-11-01,126.9,19,decline,0
1960-12-01,121.2,19,decline,0
1961-01-01,82.1,19,decline,0
1961-02-01,65.4,19,decline,0
1961-03-01,75.2,19,decline,0
1961-04-01,86.9,19,decline,0
1961-05-01,72.3,19,decline,0
1961-06-01,109.5,19,decline,0
1961-07-01,99.3,19,decline,0
1961-08-01,79.2,19,decline,0
1961-09-01,90.1,19,decline,0
1961-10-01,53.7,19,decline,0
1961-11-01,46.5,19,decline,0
1961-12-01,56.9,19,decline,0
1962-01-01,55.1,19,decline,0
1962-02-01,71.7,19,decline,0
1962-03-01,64.9,19,decline,0
1962-04-01,65.9,19,decline,0
1962-05-01,61.9,19,decline,0
1962-06-01,59.6,19,decline,0
1962-07-01,31.4,19,trough,0
1962-08-01,31.5,19,trough,0
1962-09-01,72.7,19,decline,0
1962-10-01,56.1,19,decline,0
1962-11-01,38.8,19,trough,0
1962-12-01,33.2,19,trough,0
1963-01-01,28.7,19,trough,0
1963-02-01,35.2,19,trough,0
1963-03-01,24.8,19,trough,0
1963-04-01,41.7,19,decline,0
1963-05-01,61.1,19,decline,0
1963-06-01,51.2,19,decline,0
1963-07-01,28.7,19,trough,0
1963-08-01,47.5,19,decline,0
1963-09-01,55.2,19,decline,0
1963-10-01,50.1,19,decline,0
1963-11-01,33.7,19,trough,0
1963-12-01,21.6,19,trough,0
1964-01-01,22.6,19,trough,0
1964-02-01,25.3,19,trough,0
1964-03-01,24.1,19,trough,0
1964-04-01,12.9,19,trough,0
1964-05-01,14.3,19,trough,0
1964-06-01,13.5,19,trough,0
1964-07-01,4.8,20,trough,1
1964-08-01,13.8,20,trough,0
1964-09-01,7.0,20,trough,0
1964-10-01,9.2,20,trough,0
1964-11-01,11.1,20,trough,0
1964-12-01,22.1,20,trough,0
1965-01-01,25.4,20,trough,0
1965-02-01,20.8,20,trough,0
1965-03-01,17.5,20,trough,0
1965-04-01,10.2,20,trough,0
1965-05-01,34.5,20,rise,0
1965-06-01,23.3,20,trough,0
1965-07-01,17.3,20,trough,0
1965-08-01,13.3,20,trough,0
1965-09-01,24.5,20,trough,0
1965-10-01,29.1,20,trough,0
1965-11-01,22.8,20,trough,0
1965-12-01,24.7,20,trough,0
1966-01-01,40.3,20,rise,0
1966-02-01,35.3,20,rise,0
1966-03-01,36.4,20,rise,0
1966-04-01,69.0,20,rise,0
1966-05-01,64.2,20,rise,0
1966-06-01,67.7,20,rise,0
1966-07-01,80.2,20,rise,0
1966-08-01,72.6,20,rise,0
1966-09-01,71.1,20,rise,0
1966-10-01,81.2,20,rise,0
1966-11-01,81.0,20,rise,0
1966-12-01,99.8,20,rise,0
1967-01-01,157.0,20,peak,0
1967-02-01,132.6,20,rise,0
1967-03-01,158.3,20,peak,0
1967-04-01,98.4,20,peak,0
1967-05-01,122.5,20,peak,0
1967-06-01,95.4,20,peak,0
1967-07-01,129.5,20,peak,0
1967-08-01,151.8,20,peak,0
1967-09-01,108.7,20,peak,0
1967-10-01,125.0,20,peak,0
1967-11-01,133.6,20,peak,0
1967-12-01,179.0,20,peak,0
1968-01-01,172.5,20,peak,0
1968-02-01,158.5,20,peak,0
1968-03-01,130.5,20,peak,0
1968-04-01,115.0,20,peak,0
1968-05-01,180.0,20,peak,0
1968-06-01,156.2,20,peak,0
1968-07-01,136.2,20,peak,0
1968-08-01,154.8,20,peak,0
1968-09-01,166.0,20,peak,0
1968-10-01,152.5,20,peak,0
1968-11-01,121.7,20,peak,0
1968-12-01,155.5,20,peak,0
1969-01-01,147.8,20,peak,0
1969-02-01,170.5,20,peak,0
1969-03-01,192.3,20,peak,0
1969-04-01,151.1,20,peak,0
1969-05-01,169.9,20,peak,0
1969-06-01,150.1,20,peak,0
1969-07-01,137.1,20,peak,0
1969-08-01,138.8,20,peak,0
1969-09-01,129.3,20,decline,0
1969-10-01,135.4,20,peak,0
1969-11-01,132.4,20,decline,0
1969-12-01,138.6,20,peak,0
1970-01-01,157.9,20,peak,0
1970-02-01,180.8,20,peak,0
1970-03-01,145.7,20,peak,0
1970-04-01,155.1,20,peak,0
1970-05-01,180.5,20,peak,0
1970-06-01,151.3,20,peak,0
1970-07-01,159.3,20,peak,0
1970-08-01,131.7,20,decline,0
1970-09-01,140.8,20,peak,0
1970-10-01,122.6,20,decline,0
1970-11-01,134.8,20,peak,0
1970-12-01,118.2,20,decline,0
1971-01-01,129.2,20,decline,0
1971-02-01,111.8,20,decline,0
1971-03-01,85.9,20,decline,0
1971-04-01,101.6,20,decline,0
1971-05-01,81.5,20,decline,0
1971-06-01,70.7,20,decline,0
1971-07-01,114.7,20,decline,0
1971-08-01,87.0,20,decline,0
1971-09-01,71.3,20,decline,0
1971-10-01,73.4,20,decline,0
1971-11-01,89.5,20,decline,0
1971-12-01,116.5,20,decline,0
1972-01-01,87.0,20,decline,0
1972-02-01,125.3,20,decline,0
1972-03-01,113.5,20,decline,0
1972-04-01,89.6,20,decline,0
1972-05-01,113.9,20,decline,0
1972-06-01,124.7,20,decline,0
1972-07-01,108.3,20,decline,0
1972-08-01,108.9,20,decline,0
1972-09-01,90.7,20,decline,0
1972-10-01,86.9,20,decline,0
1972-11-01,59.2,20,decline,0
1972-12-01,64.3,20,decline,0
1973-01-01,61.8,20,decline,0
1973-02-01,60.9,20,decline,0
1973-03-01,65.4,20,decline,0
1973-04-01,81.8,20,decline,0
1973-05-01,60.3,20,decline,0
1973-06-01,56.1,20,decline,0
1973-07-01,33.2,20,decline,0
1973-08-01,36.6,20,decline,0
1973-09-01,84.1,20,decline,0
1973-10-01,43.7,20,decline,0
1973-11-01,34.3,20,decline,0
1973-12-01,33.3,20,decline,0
1974-01-01,39.4,20,decline,0
1974-02-01,37.3,20,decline,0
1974-03-01,30.9,20,trough,0
1974-04-01,57.5,20,decline,0
1974-05-01,56.3,20,decline,0
1974-06-01,51.5,20,decline,0
1974-07-01,79.1,20,decline,0
1974-08-01,47.9,20,decline,0
1974-09-01,57.2,20,decline,0
1974-10-01,67.2,20,decline,0
1974-11-01,35.9,20,decline,0
1974-12-01,29.6,20,trough,0
1975-01-01,27.3,20,trough,0
1975-02-01,16.7,20,trough,0
1975-03-01,16.9,20,trough,0
1975-04-01,7.7,20,trough,0
1975-05-01,13.1,20,trough,0
1975-06-01,16.7,20,trough,0
1975-07-01,40.4,20,decline,0
1975-08-01,56.7,20,decline,0
1975-09-01,20.3,20,trough,0
1975-10-01,13.6,20,trough,0
1975-11-01,27.9,20,trough,0
1975-12-01,11.6,20,trough,0
1976-01-01,11.9,20,trough,0
1976-02-01,6.4,20,trough,0
1976-03-01,31.5,20,trough,0
1976-04-01,27.3,20,trough,0
1976-05-01,18.2,20,trough,0
1976-06-01,17.9,20,trough,0
1976-07-01,2.9,21,trough,1
1976-08-01,24.1,21,trough,0
1976-09-01,20.0,21,trough,0
1976-10-01,29.7,21,trough,0
1976-11-01,7.9,21,trough,0
1976-12-01,22.3,21,trough,0
1977-01-01,23.8,21,trough,0
1977-02-01,33.3,21,rise,0
1977-03-01,13.0,21,trough,0
1977-04-01,19.0,21,trough,0
1977-05-01,27.0,21,trough,0
1977-06-01,54.9,21,rise,0
1977-07-01,30.6,21,trough,0
1977-08-01,43.0,21,rise,0
1977-09-01,62.4,21,rise,0
1977-10-01,62.1,21,rise,0
1977-11-01,41.6,21,rise,0
1977-12-01,61.4,21,rise,0
1978-01-01,73.7,21,rise,0
1978-02-01,132.6,21,rise,0
1978-03-01,108.4,21,rise,0
1978-04-01,141.2,21,rise,0
1978-05-01,117.1,21,rise,0
1978-06-01,134.6,21,rise,0
1978-07-01,99.7,21,rise,0
1978-08-01,82.4,21,rise,0
1978-09-01,195.7,21,rise,0
1978-10-01,177.1,21,rise,0
1978-11-01,138.5,21,rise,0
1978-12-01,173.9,21,rise,0
1979-01-01,235.9,21,peak,0
1979-02-01,194.7,21,rise,0
1979-03-01,195.3,21,rise,0
1979-04-01,143.7,21,rise,0
1979-05-01,190.3,21,rise,0
1979-06-01,211.7,21,rise,0
1979-07-01,225.7,21,peak,0
1979-08-01,201.4,21,rise,0
1979-09-01,266.9,21,peak,0
1979-10-01,263.6,21,peak,0
1979-11-01,259.5,21,peak,0
1979-12-01,249.6,21,peak,0
1980-01-01,226.1,21,peak,0
1980-02-01,219.4,21,peak,0
1980-03-01,178.7,21,peak,0
1980-04-01,232.2,21,peak,0
1980-05-01,254.7,21,peak,0
1980-06-01,222.7,21,peak,0
1980-07-01,192.9,21,peak,0
1980-08-01,191.7,21,peak,0
1980-09-01,219.6,21,peak,0
1980-10-01,233.3,21,peak,0
1980-11-01,209.5,21,peak,0
1980-12-01,246.9,21,peak,0
1981-01-01,156.6,21,peak,0
1981-02-01,189.9,21,peak,0
1981-03-01,196.6,21,peak,0
1981-04-01,225.3,21,peak,0
1981-05-01,194.7,21,peak,0
1981-06-01,131.6,21,peak,0
1981-07-01,205.3,21,peak,0
1981-08-01,242.5,21,peak,0
1981-09-01,245.3,21,peak,0
1981-10-01,216.2,21,peak,0
1981-11-01,186.0,21,decline,0
1981-12-01,195.4,21,decline,0
1982-01-01,149.8,21,decline,0
1982-02-01,230.9,21,peak,0
1982-03-01,221.1,21,peak,0
1982-04-01,170.3,21,decline,0
1982-05-01,119.3,21,decline,0
1982-06-01,163.7,21,decline,0
1982-07-01,139.4,21,decline,0
1982-08-01,161.9,21,decline,0
1982-09-01,167.4,21,decline,0
1982-10-01,134.3,21,decline,0
1982-11-01,127.5,21,decline,0
1982-12-01,169.0,21,decline,0
1983-01-01,115.5,21,decline,0
1983-02-01,73.1,21,decline,0
1983-03-01,88.7,21,decline,0
1983-04-01,109.6,21,decline,0
1983-05-01,132.5,21,decline,0
1983-06-01,131.5,21,decline,0
1983-07-01,108.9,21,decline,0
1983-08-01,96.0,21,decline,0
1983-09-01,69.9,21,decline,0
1983-10-01,72.5,21,decline,0
1983-11-01,45.7,21,decline,0
1983-12-01,45.6,21,decline,0
1984-01-01,74.8,21,decline,0
1984-02-01,110.2,21,decline,0
1984-03-01,116.7,21,decline,0
1984-04-01,90.4,21,decline,0
1984-05-01,96.9,21,decline,0
1984-06-01,65.1,21,decline,0
1984-07-01,55.7,21,decline,0
1984-08-01,35.0,21,decline,0
1984-09-01,22.6,21,trough,0
1984-10-01,12.6,21,trough,0
1984-11-01,26.5,21,trough,0
1984-12-01,21.4,21,trough,0
1985-01-01,17.8,21,trough,0
1985-02-01,20.7,21,trough,0
1985-03-01,16.9,21,trough,0
1985-04-01,20.4,21,trough,0
1985-05-01,32.4,21,decline,0
1985-06-01,28.3,21,trough,0
1985-07-01,39.9,21,decline,0
1985-08-01,10.1,21,trough,0
1985-09-01,4.3,21,trough,0
1985-10-01,22.0,21,trough,0
1985-11-01,17.9,21,trough,0
1985-12-01,15.8,21,trough,0
1986-01-01,2.8,21,trough,0
1986-02-01,27.9,21,trough,0
1986-03-01,13.8,21,trough,0
1986-04-01,22.4,21,trough,0
1986-05-01,16.1,21,trough,0
1986-06-01,0.6,22,trough,1
1986-07-01,18.1,22,trough,0
1986-08-01,9.9,22,trough,0
1986-09-01,5.1,22,trough,0
1986-10-01,40.1,22,rise,0
1986-11-01,15.4,22,trough,0
1986-12-01,5.8,22,trough,0
1987-01-01,9.8,22,trough,0
1987-02-01,3.4,22,trough,0
1987-03-01,17.4,22,trough,0
1987-04-01,46.0,22,rise,0
1987-05-01,39.1,22,rise,0
1987-06-01,18.8,22,trough,0
1987-07-01,38.2,22,rise,0
1987-08-01,47.9,22,rise,0
1987-09-01,42.2,22,rise,0
1987-10-01,63.4,22,rise,0
1987-11-01,48.8,22,rise,0
1987-12-01,29.1,22,trough,0
1988-01-01,70.5,22,rise,0
1988-02-01,45.4,22,rise,0
1988-03-01,91.2,22,rise,0
1988-04-01,108.8,22,rise,0
1988-05-01,74.2,22,rise,0
1988-06-01,124.3,22,rise,0
1988-07-01,131.4,22,rise,0
1988-08-01,139.4,22,rise,0
1988-09-01,142.7,22,rise,0
1988-10-01,156.5,22,rise,0
1988-11-01,156.8,22,rise,0
1988-12-01,231.2,22,peak,0
1989-01-01,210.1,22,rise,0
1989-02-01,208.7,22,rise,0
1989-03-01,170.4,22,rise,0
1989-04-01,166.3,22,rise,0
1989-05-01,195.4,22,rise,0
1989-06-01,284.5,22,peak,0
1989-07-01,180.5,22,peak,0
1989-08-01,232.0,22,peak,0
1989-09-01,225.1,22,peak,0
1989-10-01,212.2,22,peak,0
1989-11-01,238.2,22,peak,0
1989-12-01,211.4,22,peak,0
1990-01-01,227.4,22,peak,0
1990-02-01,171.8,22,peak,0
1990-03-01,191.7,22,peak,0
1990-04-01,189.7,22,peak,0
1990-05-01,175.2,22,peak,0
1990-06-01,153.3,22,peak,0
1990-07-01,191.1,22,peak,0
1990-08-01,252.1,22,peak,0
1990-09-01,169.1,22,peak,0
1990-10-01,199.4,22,peak,0
1990-11-01,178.8,22,peak,0
1990-12-01,197.1,22,peak,0
1991-01-01,195.3,22,peak,0
1991-02-01,240.3,22,peak,0
1991-03-01,197.0,22,peak,0
1991-04-01,197.6,22,peak,0
1991-05-01,166.9,22,peak,0
1991-06-01,224.7,22,peak,0
1991-07-01,240.2,22,peak,0
1991-08-01,240.8,22,peak,0
1991-09-01,168.9,22,decline,0
1991-10-01,197.1,22,decline,0
1991-11-01,159.5,22,decline,0
1991-12-01,212.6,22,decline,0
1992-01-01,198.3,22,decline,0
1992-02-01,230.7,22,peak,0
1992-03-01,151.0,22,decline,0
1992-04-01,142.2,22,decline,0
1992-05-01,94.3,22,decline,0
1992-06-01,98.5,22,decline,0
1992-07-01,114.2,22,decline,0
1992-08-01,91.9,22,decline,0
1992-09-01,94.0,22,decline,0
1992-10-01,133.4,22,decline,0
1992-11-01,129.6,22,decline,0
1992-12-01,122.0,22,decline,0
1993-01-01,81.4,22,decline,0
1993-02-01,127.8,22,decline,0
1993-03-01,102.4,22,decline,0
1993-04-01,94.4,22,decline,0
1993-05-01,78.8,22,decline,0
1993-06-01,69.6,22,decline,0
1993-07-01,80.4,22,decline,0
1993-08-01,62.5,22,decline,0
1993-09-01,31.2,22,trough,0
1993-10-01,71.1,22,decline,0
1993-11-01,48.2,22,decline,0
1993-12-01,68.4,22,decline,0
1994-01-01,84.9,22,decline,0
1994-02-01,54.9,22,decline,0
1994-03-01,47.5,22,decline,0
1994-04-01,27.4,22,trough,0
1994-05-01,29.8,22,trough,0
1994-06-01,39.7,22,decline,0
1994-07-01,50.6,22,decline,0
1994-08-01,34.3,22,trough,0
1994-09-01,40.5,22,decline,0
1994-10-01,67.1,22,decline,0
1994-11-01,29.5,22,trough,0
1994-12-01,32.2,22,trough,0
1995-01-01,32.6,22,trough,0
1995-02-01,45.8,22,decline,0
1995-03-01,46.3,22,decline,0
1995-04-01,21.6,22,trough,0
1995-05-01,19.4,22,trough,0
1995-06-01,22.5,22,trough,0
1995-07-01,20.4,22,trough,0
1995-08-01,18.2,22,trough,0
1995-09-01,15.7,22,trough,0
1995-10-01,30.6,22,trough,0
1995-11-01,14.0,22,trough,0
1995-12-01,14.9,22,trough,0
1996-01-01,13.3,22,trough,0
1996-02-01,7.7,22,trough,0
1996-03-01,12.6,22,trough,0
